,AAA_WB_ADM0_NA,SoL_20120119,SoL_20120401,SoL_20120701,SoL_20121001,SoL_20130101,SoL_20130401,SoL_20130701,SoL_20131001,SoL_20140101,SoL_20140401,SoL_20140701,SoL_20141001,SoL_20150101,SoL_20150401,SoL_20150701,SoL_20151001,SoL_20160101,SoL_20160401,SoL_20160701,SoL_20161001,SoL_20170101,SoL_20170401,SoL_20170701,SoL_20171001,SoL_20180101,SoL_20180401,SoL_20180701,SoL_20181001,SoL_20190101,SoL_20190401,SoL_20190701,SoL_20191001,SoL_20200101,SoL_20200401,SoL_20200701,SoL_20201001,SoL_20210101,SoL_20210401,SoL_20210701,SoL_20211001,SoL_20220101,SoL_20220401,SoL_20220701,SoL_20221001,SoL_20230101,SoL_20230401,SoL_20230701,SoL_20231001,SoL_20240101,SoL_20240401
195,Saint-Martin (Fr.),1730.9200439453125,1744.7900390625,1472.6600341796875,1463.590087890625,1677.0899658203125,1636.02001953125,1374.16015625,1505.1400146484375,1617.199951171875,1699.8599853515625,1452.110107421875,1604.800048828125,1832.43017578125,1573.840087890625,1507.4599609375,1609.6300048828125,1758.3800048828125,1723.47998046875,1446.6900634765625,1547.050048828125,1632.1199951171875,1597.050048828125,1544.75,508.6899719238281,754.5899658203125,997.6099853515624,778.5,1018.3400268554688,1227.760009765625,1286.8399658203125,1447.47998046875,1519.0899658203125,1314.909912109375,1386.8399658203125,1287.989990234375,1348.7099609375,1465.079833984375,1772.2401123046875,1591.8099365234375,1559.6900634765625,1586.800048828125,1542.22998046875,1243.199951171875,1543.010009765625,1271.93994140625,1760.1900634765625,1566.929931640625,1638.0400390625,1473.1600341796875,1481.2301025390625
196,Saint-Pierre-et-Miquelon (Fr.),1111.999969482422,629.6799621582031,741.6699829101562,934.0,1016.6200256347656,712.2999877929688,600.030029296875,798.5099792480469,1522.419921875,900.0,772.4599761962891,847.8600158691406,1042.0299377441406,758.2699890136719,651.9700012207031,653.1000061035156,958.2999572753906,715.1600036621094,802.760009765625,732.3499450683594,622.8100433349609,765.1000061035156,993.7500610351562,743.6199951171875,654.5700073242188,683.8699645996094,319.42000579833984,578.9400024414062,918.0700378417968,572.0200042724609,497.7200012207031,583.77001953125,730.2299957275391,563.3199768066406,605.0599822998047,597.1999816894531,650.9599914550781,454.22998046875,982.7400360107422,596.3499755859375,642.5700378417969,588.2599945068359,974.3600463867188,708.3700103759766,707.02001953125,576.3500366210938,1025.8799285888672,791.489990234375,137.64999771118164,582.5999908447266
197,Samoa,3516.250244140625,3420.7900390625,2926.039794921875,5072.6298828125,2823.520263671875,3563.1298828125,2535.330078125,4649.6494140625,2788.18994140625,3650.060302734375,2335.39990234375,4551.56982421875,4257.14990234375,4538.79052734375,2861.499755859375,3730.14013671875,2512.41015625,4537.1103515625,1940.760009765625,4528.35009765625,3319.14990234375,4280.9697265625,1925.1697998046875,5010.5205078125,3891.719970703125,4079.969970703125,2498.5703125,3500.880126953125,2564.64013671875,3197.489990234375,2194.159912109375,3628.400146484375,2832.4599609375,4755.56005859375,3101.5,4322.88037109375,4699.7099609375,5860.01953125,3503.880126953125,5515.1298828125,4338.52001953125,5396.4296875,2177.7900390625,5592.080078125,4407.9697265625,6619.2099609375,4105.22998046875,6140.10009765625,5251.91015625,5885.669921875
198,San Marino,4227.919921875,4490.1298828125,3856.199951171875,3557.77001953125,4541.52001953125,4178.8798828125,3949.330078125,3747.43994140625,4298.0,3946.02978515625,3608.340087890625,3739.380126953125,3883.059814453125,4670.3603515625,3799.0400390625,3946.580078125,5087.13037109375,3870.2099609375,4002.66015625,3584.940185546875,4509.81982421875,4195.02978515625,4079.580078125,4346.02978515625,3644.8798828125,4183.7099609375,3939.14990234375,3106.219970703125,3576.179931640625,4143.18994140625,3830.820068359375,3446.85986328125,4056.820068359375,4343.35986328125,4030.610107421875,3930.639892578125,4399.830078125,4204.27978515625,4150.27978515625,3884.10009765625,4134.5302734375,4271.58984375,4096.47021484375,3996.179931640625,4531.27001953125,4360.47998046875,3887.0,4095.6298828125,3792.60009765625,4284.6904296875
199,Saudi Arabia,8972325.796875,10129257.96875,9960344.625,11211435.78125,8459236.4921875,10059253.296875,9970289.171875,10537782.609375,8548691.6875,11295466.78125,10972758.875,11636756.9375,9979274.578125,11968998.453125,11645339.65625,11414683.5,9585389.34375,10967255.578125,11254845.0,11714835.21875,10562145.421875,11741857.6875,11242100.890625,13386068.640625,10712160.84375,12157911.046875,11572831.96875,11838530.890625,10293846.546875,11489252.890625,11230707.734375,12078609.5,10075381.65625,12039721.890625,11203588.03125,12750906.53125,11183895.046875,13146061.171875,11933602.734375,12625963.828125,11030729.953125,14034539.5,11526859.203125,12237090.296875,10726048.703125,14321622.0625,12487659.078125,13726225.15625,12044031.125,14713993.453125
200,Senegal,333262.8439941406,379153.3209228516,261691.45727539065,326035.07751464844,206007.9405517578,321167.5891113281,277804.0310058594,293122.9912109375,225768.20629882807,413270.6396484375,253389.01489257807,345655.26525878906,232196.31536865237,395863.3225097656,335136.58435058594,340709.1032714844,216976.86462402344,373370.9608154297,291089.6928710937,283548.95056152344,247983.3089599609,338256.6339111328,238902.13403320312,462817.7170410156,216977.87139892575,335055.15563964844,324897.1491088867,294127.2551269531,151911.92936706543,295684.7987060547,220370.6915283203,331887.1099853516,146349.88997650146,398081.8237304688,281442.64318847656,413906.7707519531,308380.4013671875,418271.89611816406,402662.8454589844,388005.6536865234,293917.7612915039,442536.5244140625,359337.7119140625,474141.0205078125,354443.3651123047,548673.93359375,426867.0086669922,560066.3743896484,355425.8619995117,559484.6159667969
201,Serbia,1071321.208984375,640440.87109375,639036.9658203125,650233.4912109375,682095.927734375,679595.7548828125,621848.4775390625,658741.7109375,795411.955078125,690748.8974609375,585698.0673828125,703655.103515625,784558.0771484375,698404.2373046875,614429.9331054688,550399.6137695312,1110285.568359375,671885.0888671875,605422.5078125,683691.4462890625,1052633.142578125,678392.1787109375,656219.4067382812,754235.9609375,724015.0703125,714401.2861328125,570233.8779296875,708230.201171875,1020562.3837890624,784341.5302734375,760555.39453125,733816.236328125,649716.220703125,751257.4111328125,708490.7197265625,715456.50390625,1175564.22265625,748355.61328125,797860.7802734375,701927.3017578125,842137.845703125,839198.7236328125,767591.6904296875,695246.1611328125,606949.82421875,779528.2646484375,733528.2060546875,761116.806640625,1186914.4228515625,832603.0751953125
202,Seychelles,1794.6400216817856,2010.219982504845,1536.260014116764,1668.0200184583664,1175.24000993371,1891.8999825119968,1252.1399897634983,1559.739993095398,920.5200048051776,1971.429986357689,1359.1600046157837,1657.109992325306,1175.0699932575226,1631.020004183054,1245.9800056517124,1818.5699728131292,1182.800023049116,1776.099990963936,1371.2200102210045,1560.410002708435,1077.0399997234344,1708.5300028324127,1154.550007790327,1569.9100149273872,892.4499977454543,1530.729991734028,1227.1900061368942,1479.6900154054165,939.4099911414088,1509.7399968504906,943.070009291172,1289.7600124180317,990.8799882717432,1586.9300028085709,996.8999960981308,1497.679995238781,1023.1700151264668,1733.039992928505,1089.4599924981594,1556.1800140738487,1293.4900025725365,1627.7700038552284,993.879990197718,1643.8399517536163,1294.829978555441,1945.6600406765936,1491.599980354309,1742.8100120425224,1440.7100045830011,2200.1799760460854
203,Sierra Leone,120519.43615722656,158694.51684570312,107693.67578125,83641.77917480469,69689.60046386719,97347.1688232422,115208.4307861328,102612.22534179688,66642.87927246094,127915.06030273438,94284.88916015624,112231.61889648438,68455.3486328125,117336.7471923828,112568.0869140625,120800.68920898438,58544.6806640625,140148.408203125,91938.47888183594,84570.64794921875,70953.05908203125,118867.80688476562,84709.52709960938,133600.525390625,73622.95837402344,109977.26000976562,120266.10864257812,105077.18969726562,30075.989868164062,79095.02075195312,62166.40869140625,119521.66650390624,47176.1403503418,119271.30883789062,70406.42004394531,158458.37084960938,88875.73266601562,115594.55395507812,120608.00390625,117421.6904296875,78199.13061523438,118008.0693359375,109173.73901367188,177245.12939453125,81060.26293945312,172612.56884765625,119337.13818359376,106512.11926269533,75328.10131835938,177384.599609375
204,Singapore,59392.60021972656,20303.370361328125,127365.27014160156,100391.54113769533,60641.25093460083,62529.80979156494,67218.59866333008,72661.00811767578,130980.0106201172,82992.60174560547,126802.21704101562,139578.33361816406,130828.87036132812,133396.48046875,133678.90234375,111736.03997802734,127096.62524414062,132190.88122558594,139280.80029296875,121795.17053222656,8295.910278320312,133020.23754882812,137965.6953125,126667.5576171875,27917.419631958008,135200.2822265625,139489.0887451172,105048.048828125,138491.1387939453,146083.40551757812,136538.41638183594,139670.12915039062,146447.53869628906,141525.79931640625,128034.79907226562,107937.18041992188,27473.56060791016,126716.19982910156,103906.02941894533,116741.1024169922,122923.1397705078,126756.94189453124,123094.98095703124,84272.8427734375,1386.47998046875,108083.36901855467,123402.1707763672,122466.7608642578,427.6699752807617,127519.03088378906
205,Sint Eustatius (Neth.),214.99002075195312,238.66000366210932,203.67999267578125,183.3000030517578,264.010009765625,276.510009765625,257.7799987792969,298.1600036621094,288.3699951171875,289.9700012207031,267.95001220703125,313.42999267578125,272.8800048828125,298.3399963378906,242.759994506836,304.4800109863281,263.0400085449219,277.1300048828125,206.510009765625,229.1199951171875,246.52999877929688,232.6000061035156,213.009994506836,230.76998901367188,198.19000244140625,202.24002075195312,162.15000915527344,260.91998291015625,230.44998168945312,319.5199890136719,221.8000030517578,269.32000732421875,252.739990234375,261.5,271.09002685546875,326.94000244140625,291.45001220703125,327.5800170898437,302.0899963378906,306.84002685546875,332.0800170898437,284.6300048828125,256.2200012207031,366.7999877929688,297.5599975585937,407.4599914550781,330.3800048828125,374.1600036621094,344.15997314453125,361.66998291015625
206,Sint Maarten (Neth.),2541.02001953125,2370.830078125,1857.1201171875,1938.050048828125,2314.98974609375,2441.31005859375,1982.219970703125,2050.239990234375,2383.7099609375,2546.669921875,2203.440185546875,2499.0302734375,2680.469970703125,2484.949951171875,2145.889892578125,2374.429931640625,2527.27001953125,2711.330078125,2176.739990234375,2356.7900390625,2506.639892578125,2411.8798828125,2324.070068359375,995.5400390625,1614.969970703125,2266.469970703125,1333.050048828125,2131.989990234375,2343.099853515625,2389.679931640625,2275.050048828125,2519.909912109375,2279.070068359375,2296.219970703125,2208.30029296875,2572.820068359375,2707.530029296875,3007.81005859375,2737.719970703125,2530.9501953125,2990.5400390625,2669.800048828125,2305.380126953125,2935.1201171875,2520.9599609375,3220.56005859375,2902.56005859375,3053.0703125,2583.830078125,2815.16015625
207,Slovak Republic,565541.2296142578,355696.2319946289,371248.3095092773,332528.4393310547,561582.02734375,339891.6077270508,353564.2592773437,333458.5467529297,278435.9400024414,354218.68017578125,324596.2672729492,366096.70849609375,435239.6106872559,334710.2428588867,331019.51037597656,248592.91079711917,479228.4776611328,340636.71643066406,273370.65032958984,318966.45782470703,577402.5659179688,307684.0672607422,326726.65185546875,340367.05645751953,392040.98986816406,353149.3522338867,332633.90673828125,303442.8017578125,556823.578125,321690.15838623047,323463.82653808594,327595.6694946289,258500.8064880371,292809.5270996094,355997.239440918,300883.524810791,480820.9086914063,334986.1882324219,426055.7685546875,317652.9602661133,435695.6893920898,319860.33685302734,415425.0185546875,288250.03771972656,401851.9291381836,316977.3078613281,393816.31103515625,314992.6290283203,487870.12646484375,331497.4297485352
208,Slovenia,163763.98099899292,157072.94065093994,147860.54976654053,143635.33028793335,166456.35000228882,144493.00007247925,140695.0807914734,121710.73991775513,146489.0588798523,150578.7194290161,117142.22011756896,149431.58066177368,144240.23804473877,152351.45182037354,127483.80123329164,108668.51879882812,196028.9192352295,142227.33067703247,125154.06982421876,131730.29844665527,180074.3695678711,134419.8205871582,123581.61861228944,149732.70881271362,131772.90922546387,142854.44779205322,114274.83976745604,112994.46002960204,140811.64783477783,133845.18952941897,128668.56943893433,131030.93186569214,104347.72950172424,128725.3689365387,148963.02947998047,120273.57907104492,210939.1091384888,138979.0295200348,158301.5994720459,115945.99837493896,166042.3793258667,146006.89991760254,151286.88123321533,127695.50001144408,192180.9401893616,139533.8286781311,148579.69036102295,124459.92043304443,176735.34940338135,143317.65879058838
209,Solomon Islands,5588.623046875,29822.232421875,17380.8671875,34227.33984375,18022.966796875,32120.427734375,20028.021484375,21421.197265625,15776.4248046875,7002.6796875,15650.0869140625,41010.99609375,18181.0078125,25974.169921875,22846.33203125,47342.37890625,17052.578125,35204.875,16166.2197265625,22999.21875,14264.224609375,28828.828125,13487.27734375,37705.9453125,13459.5439453125,37830.69140625,21336.369140625,34908.58984375,7497.4521484375,20711.69921875,18625.251953125,27462.271484375,5300.3203125,36005.5859375,18339.259765625,35056.30859375,22970.51171875,38091.5234375,22618.98046875,41247.2578125,23395.908203125,32470.259765625,18253.7265625,36820.3828125,20433.439453125,48663.125,23919.4375,49748.37109375,18513.474609375,38547.8125
210,Somalia,524281.7367553711,814322.0120239258,864499.4079589844,803836.2045898438,262413.0676269531,868795.3724365234,710383.1297607422,685062.9691162109,365705.2643432617,1111273.2509765625,705035.3065185547,908540.8634033204,518715.9104614258,933519.504638672,774612.1458740234,1087156.0439453125,171325.68780517578,961023.2763671876,553440.951171875,753994.7132568359,339480.8034667969,1240233.5981445312,574592.8986206055,1012192.4672851562,367816.8786621094,944940.625427246,783228.880859375,873732.841796875,41221.72953033447,653278.0450439453,475698.9682006836,767177.3668212891,69137.88841247559,980842.078125,842449.5103759766,975050.3438720704,336626.18994140625,1112345.8193359375,806912.8557128906,956055.2061767578,600463.7583007812,990760.8612060548,661419.5505371094,1136662.9260253906,465968.2890014648,1503779.0473632812,1245722.8386230469,1124843.6298828125,517413.45135498047,1427377.32421875
211,South Africa,3333156.025390625,4661123.259765625,3544382.9453125,3911894.35546875,3184409.755859375,4091119.435546875,3443054.0546875,4165171.146484375,3550099.62890625,4268598.62109375,3393031.650390625,4865711.130859375,3392742.5234375,4207677.90625,2885922.3173828125,3547850.11328125,3178855.283203125,3781086.921875,3049997.5498046875,3491333.37890625,2845390.396484375,3677166.697265625,2894668.1484375,3812512.333984375,3162987.185546875,3635412.5546875,2686652.389648437,3251235.927734375,2454241.55859375,3303612.22265625,2980219.19921875,3467969.376953125,2101249.623535156,3758649.89453125,3377545.6640625,3771593.951171875,3027557.255859375,4085166.85546875,3403153.435546875,3712604.818359375,3372983.521484375,4000274.173828125,2655429.244140625,3951099.94921875,3513379.630859375,3976828.744140625,3413711.166015625,4452959.5859375,3652484.470703125,4442505.619140625
212,South Georgia and the South Sandwich Islands (U.K.),9296.64013671875,18467.98962402344,9483.488830566406,11291.00927734375,25273.162353515625,11931.399658203123,6896.130432128906,11503.120849609377,20270.285095214844,14402.949951171877,10046.819274902344,10319.919921875,16070.600341796877,16609.398803710938,6084.060211181641,8146.199768066406,33125.152587890625,10219.90869140625,6033.0001220703125,8356.570434570312,26810.372497558597,9618.990783691406,4279.909393310547,10172.001037597656,28997.54345703125,12000.211547851562,4333.419555664063,7864.900329589844,38379.61987304688,11657.509948730469,6357.27099609375,4016.719757080078,7515.71875,9990.790466308594,5455.909515380859,7123.569030761719,27727.47204589844,12201.81982421875,6951.400695800781,7508.789306640625,29969.05053710937,16425.60986328125,4971.929504394531,5904.900329589844,28189.14794921875,10547.111640930176,7594.078857421875,8621.809692382812,37384.2451171875,9728.430389404297
213,South Sudan,1964188.4853515625,1030454.1188964844,669060.5327148438,758046.0261230469,1322473.171142578,998536.9045410156,384922.6645507813,715682.1552734375,1865179.8725585935,1021785.9787597656,423963.5864257813,815104.7307128906,1506612.8681640625,887309.8940429688,634188.2075195312,1120780.2014160156,1521172.774169922,725130.1131591797,404331.9973754883,641089.8431396484,1042565.7995605468,1065713.5676269531,393957.31854248047,936627.6826171876,903224.8425292968,750743.0480957031,609436.5057373047,644432.7073974609,588560.1176757812,582888.6928710938,310653.154296875,645766.1059570312,650976.6087646484,920275.6721191406,599868.6492919922,990975.9104003906,851644.1553955078,1061913.1657714844,609440.6721191406,907058.020263672,1146785.8073730469,958682.9675292968,440031.67041015625,941041.954711914,941348.7658691406,1307901.302734375,853621.9201660156,964372.8811035156,1615377.5395507812,1383311.775390625
214,Sovereign Base Areas of Akrotiri and Dhekelia (U.K.),4175.56005859375,5264.9697265625,4558.76025390625,5013.16015625,4271.240234375,4292.31982421875,4782.62060546875,5561.39990234375,4559.3896484375,4789.77001953125,4465.2099609375,4991.58984375,4492.580078125,4894.6201171875,5050.5400390625,5117.27978515625,4282.73046875,5004.10009765625,5109.2900390625,5538.8798828125,4798.509765625,5199.93994140625,5451.76025390625,5488.8798828125,4320.09033203125,5554.349609375,5437.91015625,5636.06005859375,4224.2099609375,4841.009765625,4870.47998046875,4923.15966796875,3981.709716796875,4666.31982421875,4638.419921875,4485.919921875,3951.5302734375,4287.7197265625,4551.99951171875,4693.35009765625,3858.4599609375,4445.9599609375,4398.6201171875,4336.27001953125,4108.39990234375,4693.6103515625,4607.43994140625,4366.7099609375,4365.73974609375,4496.1201171875
215,Spain,6058734.0986328125,5546847.405029297,5698700.02734375,5759192.828125,5079480.5673828125,5609850.8115234375,5037060.035644531,5388733.213134766,4892767.7666015625,5324086.729980469,4796746.400878906,5784706.237304688,5312285.301269531,5262853.340087891,4664815.182617188,4916584.1796875,4909596.983154297,4951793.885498047,4477477.567871094,5139581.526855469,4994381.090332031,5169440.117431641,4681149.541503906,5370697.021728516,4805314.2470703125,4704011.2578125,4555293.536621094,4562798.791259766,4895546.457275391,4823787.049072266,4492590.922363281,4890902.078857422,4060940.096313477,4311156.171386719,5044257.564697266,4773670.5205078125,6179738.657958984,4635234.591796875,5020194.433349609,4908256.691894531,5015500.322021484,5038008.593994141,4864380.134765625,4759105.87902832,5276259.126953125,5190328.726806641,5064560.571289063,5276675.118530273,5316777.0380859375,5378483.312011719
216,Sri Lanka,125876.72082519533,176223.7684326172,136934.09002685547,89650.33016967773,103775.77893066406,181057.56982421875,124666.67986297607,166867.9080810547,108548.54125976562,180978.9326171875,165914.15856933594,159281.59936523438,121065.13098144533,187761.8876953125,194462.58276367188,175044.611328125,110665.240234375,201749.11596679688,197274.70043945312,189606.3103027344,134167.53735351562,213618.33837890625,129493.86730957033,166140.37915039062,111110.94006347656,191720.31982421875,107918.21138000488,174736.34912109375,105871.47778320312,192290.61791992188,166723.2703857422,151856.56982421875,113515.22094726562,215635.05712890625,158777.97094726562,207964.39013671875,133842.9276123047,234881.07006835935,233815.24536132807,201819.6474609375,167589.27026367188,234350.7734375,193906.47290039065,199562.5283203125,148623.78735351562,253914.728515625,217134.18872070312,157860.32885742188,141901.73852539062,253084.34130859372
217,Sudan,2142925.4887695312,3807544.2377929688,2174284.34246254,2842088.8540039062,1539685.1752319336,3017913.328491211,1721130.8962402344,2791165.4338378906,1470406.5396728516,3590723.3178710938,1685596.181213379,3116731.598876953,1985926.7817382808,3619909.677001953,2145191.913085937,2545422.3056640625,1046963.3175048828,2363604.2799072266,1498858.0357666016,2493670.3049316406,1297596.6772460938,3103644.686767578,1524768.039428711,3313834.830078125,1186608.9692382812,2605652.9001464844,1786092.4318847656,2372221.2915039062,717603.0621032715,2101886.1904296875,1251898.5451049805,2037430.8979492188,702797.0000457764,3311092.164550781,2175732.060180664,2740606.146972656,1531216.7184448242,3357779.303222656,2466015.009033203,2939018.6909179688,2108057.153198242,3482671.0009765625,1864972.83972168,3086956.8322753906,2154527.266845703,4397306.044433594,2498876.508300781,3626009.981689453,2160033.795410156,3893925.490478516
218,Suriname,143175.06796646118,233454.65644836423,113481.75762939452,206169.4169006348,130993.21994018556,229725.79248046875,167969.56909179688,185945.7751464844,145112.9104309082,305982.3782043457,127337.35949707033,195259.82791137692,135075.1402130127,250646.5993347168,217390.3320617676,261039.5369567871,104803.1635131836,237395.02938842773,133786.369140625,179209.443359375,92510.0181503296,306973.2590637207,133038.40577697754,231624.71528625488,121615.88389587402,314273.48860168457,211935.3971710205,182015.1943359375,55176.13919830322,154564.96186828613,128231.87126159668,174225.96409606934,64091.48983764648,299212.5655822754,191472.60791015625,231227.2803955078,122830.43074035645,289759.2367858887,188204.98614501956,282801.68438720703,154775.96725463867,250663.48429870603,192565.88706970212,300662.52838134766,155509.98085021973,334602.73876953125,191693.7087249756,232384.25958251956,182642.88162231445,341125.94494628906
219,Svalbard and Jan Mayen Islands (Nor.),13143.59765625,0.0,0.0,10202.6591796875,10290.3095703125,7274.22021484375,0.0,5940.779296875,7463.41943359375,5244.2890625,0.0,6578.87060546875,14066.734375,0.0,0.0,6177.18017578125,11315.599609375,10690.0908203125,0.0,6688.8291015625,12612.611328125,410.6000061035156,0.0,5761.9013671875,11768.271484375,3943.379638671875,0.0,6027.63134765625,8577.3798828125,680.1499633789062,0.0,4858.91943359375,8537.298828125,0.0,0.0,7870.900390625,7520.38916015625,9193.1904296875,0.0,6624.60107421875,8603.66015625,4100.55029296875,0.0,7924.77978515625,9966.8720703125,0.0,0.0,3038.2294921875,6491.21826171875,445.8100280761719
220,Swaziland,48242.679443359375,54861.15036010742,52709.2109375,78519.85195922852,42121.17030334473,50989.82925415039,39536.23049926758,58800.13009643555,42918.589920043945,53556.340423583984,49099.540130615234,71067.1089477539,36053.61994934082,52578.41000366211,49857.86996459961,62101.88973999024,41691.12965393066,54307.65930175781,44462.78987121582,46481.079528808594,36720.98037719727,52923.52951049805,40888.91957092285,56428.48028564453,39585.85002136231,46696.33981323242,33110.470207214355,36331.97052001953,29816.500122070312,41257.80969238281,60823.75975036621,41587.93957519531,27482.899940490723,47445.10005187988,48091.05058288574,53268.97967529297,38087.85986328125,60659.71026611328,49075.58996582031,47750.39974975586,40906.63975524902,53153.13079833984,39332.689208984375,63379.40914916992,55321.91998291016,61799.9599609375,55522.30990600586,75034.52014160156,48920.14994812012,74523.04940795898
221,Sweden,8250315.022155762,8419186.932739258,2530852.3686676025,3958042.048339844,6629640.348266602,3981355.778686523,851140.7326049805,3577810.3998413086,3769144.407775879,4458141.279296875,2645118.0132255554,4421639.859924316,8476312.432861328,6134769.824951172,1120002.9031848907,3431852.435546875,7627669.810058594,5633571.846435547,1753364.0015821457,4285143.987976074,5061514.897827148,4378160.910095215,2917622.903778076,3382618.236755371,5219384.912597656,5050287.8982543945,1806791.5661010745,3137447.727722168,5831820.985229492,4076821.105834961,1617884.8379936218,3401022.071899414,3365919.0337524414,4998440.440307617,2516145.139190674,4289238.923095703,6794993.169189453,4479287.5322265625,1621534.9630126953,4297762.341186523,6492943.891296387,5180025.658508301,1591159.8872680664,4551757.832458496,5049376.005096436,4912185.965148926,1212160.5873260498,5589228.190246582,8601514.3878479,4619640.890014648
222,Switzerland,339856.8956298828,399455.9001464844,375489.3346557617,395323.9997558594,516568.2482910156,353798.9356689453,380905.62658691406,284505.994140625,403233.614440918,394481.6224365234,335705.45330810547,403911.5348510742,501333.0941162109,419202.79217529297,355192.51654052734,321700.41510009766,524229.4620361328,380740.9970703125,374075.4927978516,369880.0682373047,550568.0961303711,414882.59869384766,351545.5408935547,374082.6190185547,321908.6039428711,411228.7214355469,351956.9272460937,331099.78771972656,386992.92736816406,362093.2581787109,367598.53515625,315599.5959472656,285701.68560791016,353332.2117919922,376451.9336547852,315484.704284668,554444.1575927734,384045.5358276367,373238.3720092773,298853.3662109375,390860.5904541016,357490.4387207031,390151.93603515625,308049.0023803711,507907.9764404297,312824.65045166016,348989.1882324219,311904.0124511719,404330.7651367188,362286.0350341797
223,Syrian Arab Republic,868878.3648681641,1146281.1748046875,1055317.1364746094,1207357.9376831057,605507.9948120117,705529.8360595703,711714.5300292969,848715.778137207,460308.1567077637,806483.7057495117,584612.2928771973,690299.4056091309,424524.9736633301,575500.6455688477,525086.8454284668,600499.5650939941,394932.6571960449,481985.03045654297,506616.5497741699,784279.7425231934,610248.3903427124,955258.4903411864,629890.3192443848,763720.2493896484,420718.7421264648,524751.8478240967,595954.3799133301,663167.4258422852,445432.0210876465,532874.4349975586,641671.4705810547,778806.4847106934,334481.223526001,614804.0122680664,680447.6315307617,748380.4035339355,548343.3688659668,554344.1283874512,740064.8050537109,756935.012802124,611271.6635894775,706404.0746154785,699255.9500274658,684774.3706054688,642724.3854064941,675231.3102722168,727901.7549591064,777726.6825866699,667753.7281799316,748611.6059875488
224,São Tomé and Príncipe,1845.029922485352,2441.190078735352,2245.2399291992188,2186.489959716797,1607.5199127197266,2440.790069580078,1954.969970703125,2345.0199432373047,1964.9601745605469,3978.6099853515625,2062.9100341796875,2770.569808959961,2321.860076904297,2746.339904785156,2154.320022583008,3529.219665527344,1925.500099182129,3554.459716796875,2158.089889526367,2900.9898681640625,2009.939971923828,4008.1798400878906,2207.3499298095703,3757.050384521485,2329.46989440918,3475.379821777344,2140.009994506836,3152.4698181152344,1338.5500030517578,3062.5599060058594,1722.269905090332,2653.2200775146484,1275.5999488830566,3212.8700256347656,2718.0398559570312,3748.109893798828,2423.410049438477,3355.7099609375,2438.1900939941406,3482.050201416016,2573.590148925781,3414.52001953125,2109.689971923828,3787.970031738281,2321.5,4783.010162353516,2334.909942626953,4154.210113525391,2585.4800415039062,3958.749877929688
225,Tajikistan,529020.799987793,445098.5798339844,381024.9024658203,471052.4354248047,391307.33514404297,409610.333984375,274180.52001953125,476600.89453125,346239.16009521484,322774.0412597656,226573.85345458984,471587.8293457031,403716.0358276367,407392.6691894531,267123.5871582031,314404.58642578125,299214.63525390625,315823.044921875,225786.02435302731,416845.4174194336,467062.3201293945,290646.0376586914,310804.7204589844,475610.0007324219,309817.9105834961,285087.72399902344,297395.865234375,388403.7482910156,391482.7795410156,314053.7476196289,268718.68182373047,431950.89599609375,303999.79681396484,337140.3958129883,414838.6950683594,414799.3074951172,373643.24627685547,353314.38220214844,445959.8721923828,469040.66955566406,479081.4815673828,457912.560546875,390830.48303222656,426051.8059082031,654633.1882324219,423974.9971923828,513615.8708496094,472708.0458984375,495623.7978515625,406905.2876586914
226,Tanzania,848932.6912307739,1847354.1981687543,1229258.6348266602,1375961.6414794922,822532.2436676025,1417387.141418457,1014163.203277588,1213294.217254639,1170922.5806884766,1778920.014892578,844758.8180541992,1481048.5624389648,1086642.5328063965,1226205.4866027832,1017789.7954559326,1797131.8908996582,664972.6334114075,1621896.1732177734,818714.1692657471,1233003.107879639,815976.5686798096,1761979.1364135742,724134.2098693848,1422216.9731445312,872767.1371154785,1256977.9787826538,798266.243850708,1327395.8954162598,362682.7794723511,1055472.6762237549,594218.6357421875,1098399.3700256348,489525.44910144806,1680629.8598327637,1232174.0023498535,1563695.862365723,978328.8026123048,1759516.3817443848,1138141.705657959,1558730.5321044922,1068472.683746338,1691703.8446044922,794012.0242614746,2080241.601013184,1117429.9186706543,2180133.3673095703,1551318.3395080566,1800081.221282959,775846.0660171509,2083471.657775879
227,Thailand,1611685.947522521,1918884.3003798723,334967.66995057464,1661844.516092658,1797718.914783001,2502759.899715424,336092.8587245047,1940943.2184519768,1819018.4265573025,2352655.1346488,1707773.7341887504,2269495.0257959366,1964933.7031433585,2845403.895879745,1552449.6883693335,2210962.368578911,1928247.503496766,2639338.6660745144,827784.7634910643,1595215.14533782,1968130.4488464596,2735614.4141139984,1847487.5926824808,2417970.758712769,1906056.8244609835,2912379.7701022625,888494.009501934,2316017.9234838486,1977417.824563593,2713498.329725265,1596064.190878734,2494584.535818577,2262850.404841006,2977967.651339054,2199474.0151770115,2207353.803791285,2711025.499649048,3262823.741783619,2322869.8981921677,2182046.6790099144,3025693.784935236,3208969.2307624817,2127298.8703772426,2609551.521329522,3208615.596951008,3776894.307105064,1325545.8048056662,3261870.4132778645,3397591.058437586,3967144.204184532
